feature,variable_name,description,bank_finalized,feature_family,transform_family,window,direction,availability_class,sensitive,sensitive_kind,leakage_status,semantic_tags
F84,R_APB_AMT_CR_L7_14D,Ratio of Aadhar Payment Bridge Credit Amount - last 7 to 14D,False,AADHAAR_PAYMENT_BRIDGE,RATIO_WINDOW,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|CREDIT|RATIO_WINDOW|SHORT_WINDOW|WINDOW_L7_14D
F85,R_LOAN_TXN_L7_14D,Ratio of Loan Total txns - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,LOAN|RATIO_WINDOW|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F86,R_LOAN_TXN_CR_L7_14D,Ratio of Loan Credit txns - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|LOAN|RATIO_WINDOW|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F87,R_LOAN_TXN_DB_L7_14D,Ratio of Loan Debit txns - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|LOAN|RATIO_WINDOW|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F88,R_LOAN_AMT_L7_14D,Ratio of Loan Total Amount - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LOAN|RATIO_WINDOW|SHORT_WINDOW|WINDOW_L7_14D
F89,R_LOAN_AMT_CR_L7_14D,Ratio of Loan Credit Amount - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LOAN|RATIO_WINDOW|SHORT_WINDOW|WINDOW_L7_14D
F90,R_LOAN_AMT_DB_L7_14D,Ratio of Loan Debit Amount - last 7 to 14D,False,LOAN,RATIO_WINDOW,L7_14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LOAN|RATIO_WINDOW|SHORT_WINDOW|WINDOW_L7_14D
F91,R_STDNG_INSTR_L7_14D,Ratio of Standing Instruction Total txns - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7_14D
F92,R_STDNG_INSTR_CR_TXN_L7_14D,Ratio of Standing Instruction Credit txns - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7_14D
F93,R_STDNG_INSTR_DB_TXN_L7_14D,Ratio of Standing Instruction Debit txns - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7_14D
F94,R_STDNG_INSTR_AMT_L7_14D,Ratio of Standing Instruction Total Amount - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7_14D
F95,R_STDNG_INSTR_AMT_CR_L7_14D,Ratio of Standing Instruction Credit Amount - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7_14D
F96,R_STDNG_INSTR_AMT_DB_L7_14D,Ratio of Standing Instruction Debit Amount - last 7 to 14D,False,STANDING_INSTRUCTION,RATIO_WINDOW,L7_14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|RATIO_WINDOW|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7_14D
F97,R_CASH_TXN_L14_31D,Ratio of Cash Total txns - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,CASH|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F98,R_CASH_TXN_CR_L14_31D,Ratio of Cash Credit txns - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CASH|CREDIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F99,R_CASH_TXN_DB_L14_31D,Ratio of Cash Debit txns - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,CASH|DEBIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F100,R_CASH_AMT_L14_31D,Ratio of Cash Total Amount - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F101,R_CASH_AMT_CR_L14_31D,Ratio of Cash Credit Amount - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|CREDIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F102,R_CASH_AMT_DB_L14_31D,Ratio of Cash Debit Amount - last 14 to 31D,False,CASH,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|DEBIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F103,R_CHQ_TXN_L14_31D,Ratio of Cheque Total txns - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,CHEQUE|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F104,R_CHQ_TXN_CR_L14_31D,Ratio of Cheque Credit txns - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CHEQUE|CREDIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F105,R_CHQ_TXN_DB_L14_31D,Ratio of Cheque Debit txns - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,CHEQUE|DEBIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F106,R_CHQ_AMT_L14_31D,Ratio of Cheque Total Amount - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F107,R_CHQ_AMT_CR_L14_31D,Ratio of Cheque Credit Amount - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|CREDIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F108,R_CHQ_AMT_DB_L14_31D,Ratio of Cheque Debit Amount - last 14 to 31D,False,CHEQUE,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|DEBIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F109,R_NON_CASH_CHQ_TXN_L14_31D,Ratio of Non Cash Non Cheque Total txns - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F110,R_NON_CASH_CHQ_TXN_CR_L14_31D,Ratio of Non Cash Non Cheque Credit txns - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F111,R_NON_CASH_CHQ_TXN_DB_L14_31D,Ratio of Non Cash Non Cheque Debit txns - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F112,R_NON_CASH_CHQ_AMT_L14_31D,Ratio of Non Cash Non Cheque Total Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|WINDOW_L14_31D
F113,R_NON_CASH_CHQ_AMT_CR_L14_31D,Ratio of Non Cash Non Cheque Credit Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|WINDOW_L14_31D
F114,R_NON_CASH_CHQ_AMT_DB_L14_31D,Ratio of Non Cash Non Cheque Debit Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_WINDOW|WINDOW_L14_31D
F115,R_CI_NON_CASH_CHQ_TXN_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Total txns - last 14 to 31D,True,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F116,R_CI_NON_CASH_CHQ_TXN_CR_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Credit txns - last 14 to 31D,False,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F117,R_CI_NON_CASH_CHQ_TXN_DB_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Debit txns - last 14 to 31D,False,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F118,R_CI_NON_CASH_CHQ_AMT_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Total Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F119,R_CI_NON_CASH_CHQ_AMT_CR_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Credit Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F120,R_CI_NON_CASH_CHQ_AMT_DB_L14_31D,Ratio of Customer Induced Non Cash Non Cheque Debit Amount - last 14 to 31D,False,NON_CASH_CHQ,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LONG_WINDOW|NON_CASH_CHQ|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F121,R_CI_TXN_L14_31D,Ratio of Customer Induced Total txns - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F122,R_CI_TXN_CR_L14_31D,Ratio of Customer Induced Credit txns - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|CREDIT|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F123,R_CI_TXN_DB_L14_31D,Ratio of Customer Induced Debit txns - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|DEBIT|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F124,R_CI_AMT_L14_31D,Ratio of Customer Induced Total Amount - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F125,R_CI_AMT_CR_L14_31D,Ratio of Customer Induced Credit Amount - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|CREDIT|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F126,R_CI_AMT_DB_L14_31D,Ratio of Customer Induced Debit Amount - last 14 to 31D,False,CASH_INTENSIVE,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|DEBIT|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F127,R_ATM_TXN_L14_31D,Ratio of ATM Total txns - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,ATM|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F128,R_ATM_TXN_CR_L14_31D,Ratio of ATM Credit txns - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,ATM|CREDIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F129,R_ATM_TXN_DB_L14_31D,Ratio of ATM Debit txns - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,ATM|DEBIT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F130,R_ATM_AMT_L14_31D,Ratio of ATM Total Amount - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F131,R_ATM_AMT_CR_L14_31D,Ratio of ATM Credit Amount - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|CREDIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F132,R_ATM_AMT_DB_L14_31D,Ratio of ATM Debit Amount - last 14 to 31D,False,ATM,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|DEBIT|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F133,R_BI_FEES_CHRGS_TXN_L14_31D,Ratio of Bank Induced Fees Charges Total txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F134,R_BI_FEES_CHRGS_TXN_CR_L14_31D,Ratio of Bank Induced Fees Charges Credit txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F135,R_BI_FEES_CHRGS_TXN_DB_L14_31D,Ratio of Bank Induced Fees Charges Debit txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F136,R_BI_FEES_CHRGS_AMT_L14_31D,Ratio of Bank Induced Fees Charges Total Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F137,R_BI_FEES_CHRGS_AMT_CR_L14_31D,Ratio of Bank Induced Fees Charges Credit Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F138,R_BI_FEES_CHRGS_AMT_DB_L14_31D,Ratio of Bank Induced Fees Charges Debit Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F139,R_CI_FEES_CHRGS_TXN_L14_31D,Ratio of Customer Induced Fees Charges Total txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F140,R_CI_FEES_CHRGS_TXN_CR_L14_31D,Ratio of Customer Induced Fees Charges Credit txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F141,R_CI_FEES_CHRGS_TXN_DB_L14_31D,Ratio of Customer Induced Fees Charges Debit txns - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|TRANSACTION_COUNT|WINDOW_L14_31D
F142,R_CI_FEES_CHRGS_AMT_L14_31D,Ratio of Customer Induced Fees Charges Total Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F143,R_CI_FEES_CHRGS_AMT_CR_L14_31D,Ratio of Customer Induced Fees Charges Credit Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F144,R_CI_FEES_CHRGS_AMT_DB_L14_31D,Ratio of Customer Induced Fees Charges Debit Amount - last 14 to 31D,False,FEES_AND_CHARGES,RATIO_CREDIT_INTENSITY,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|RATIO_CREDIT_INTENSITY|WINDOW_L14_31D
F145,R_GST_TXN_L14_31D,Ratio of GST Total txns - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,GST|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F146,R_GST_TXN_CR_L14_31D,Ratio of GST Credit txns - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|GST|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F147,R_GST_TXN_DB_L14_31D,Ratio of GST Debit txns - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|GST|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F148,R_GST_AMT_L14_31D,Ratio of GST Total Amount - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|GST|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F149,R_GST_AMT_CR_L14_31D,Ratio of GST Credit Amount - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|GST|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F150,R_GST_AMT_DB_L14_31D,Ratio of GST Debit Amount - last 14 to 31D,False,GST,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|GST|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F151,R_ELEC_XFER_TXN_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Total txns - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F152,R_ELEC_XFER_TXN_CR_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Credit txns - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F153,R_ELEC_XFER_TXN_DB_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Debit txns - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F154,R_ELEC_XFER_AMT_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Total Amount - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F155,R_ELEC_XFER_AMT_CR_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Credit Amount - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F156,R_ELEC_XFER_AMT_DB_L14_31D,Ratio of Online Transfer (IMPS+NEFT+RTGS) Debit Amount - last 14 to 31D,False,ELEC_XFER,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|ELEC_XFER|LONG_WINDOW|RATIO_WINDOW|WINDOW_L14_31D
F157,R_UPI_XFER_TXN_L14_31D,Ratio of UPI  Total txns - last 14 to 31D,False,UPI_XFER,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L14_31D
F158,R_UPI_TXN_CR_L14_31D,Ratio of UPI  Total Amount - last 14 to 31D,False,UPI,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LONG_WINDOW|RATIO_WINDOW|UPI|WINDOW_L14_31D
F159,R_UPI_TXN_DB_L14_31D,Ratio of UPI  Total Amount - last 7 to 31D,False,UPI,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LONG_WINDOW|RATIO_WINDOW|UPI|WINDOW_L14_31D
F160,R_UPI_XFER_AMT_L14_31D,Ratio of UPI  Debit txns - last 14 to 31D,False,UPI_XFER,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LONG_WINDOW|RATIO_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L14_31D
F161,R_UPI_AMT_CR_L14_31D,Ratio of UPI  Credit Amount - last 14 to 31D,False,UPI,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LONG_WINDOW|RATIO_WINDOW|UPI|WINDOW_L14_31D
F162,R_UPI_AMT_DB_L14_31D,Ratio of UPI  Debit Amount - last 14 to 31D,False,UPI,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LONG_WINDOW|RATIO_WINDOW|UPI|WINDOW_L14_31D
F163,R_NET_BNKING_TXN_L14_31D,Ratio of Net Banking Total txns - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,LONG_WINDOW|NET_BANKING|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F164,R_NET_BNKING_TXN_CR_L14_31D,Ratio of Net Banking Credit txns - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|LONG_WINDOW|NET_BANKING|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F165,R_NET_BNKING_TXN_DB_L14_31D,Ratio of Net Banking Debit txns - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|LONG_WINDOW|NET_BANKING|RATIO_WINDOW|TRANSACTION_COUNT|WINDOW_L14_31D
F166,R_NET_BNKING_AMT_L14_31D,Ratio of Net Banking Total Amount - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LONG_WINDOW|NET_BANKING|RATIO_WINDOW|WINDOW_L14_31D
F167,R_NET_BNKING_AMT_CR_L14_31D,Ratio of Net Banking Credit Amount - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LONG_WINDOW|NET_BANKING|RATIO_WINDOW|WINDOW_L14_31D
F168,R_NET_BNKING_AMT_DB_L14_31D,Ratio of Net Banking Debit Amount - last 14 to 31D,False,NET_BANKING,RATIO_WINDOW,L14_31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LONG_WINDOW|NET_BANKING|RATIO_WINDOW|WINDOW_L14_31D
