feature,dtype,n_missing,missing_rate,n_unique,is_constant,top_value_share,is_quasi_constant,zero_rate,min,max,mean,std,q01,q25,q50,q75,q99,is_integer_valued,top_values,content_hash,duplicate_of
F108,Float64,8118,0.893856,100,false,0.261411,false,0.25,0.0,1.0,0.48520746887966804,0.40014916630790687,0.0,0.0075,0.45,1.0,1.0,false,,222868945102213dc1f500bc80874281c2ad9acf38b240361e2fe2b0dc2e0d4d,
F109,Float64,52,0.005726,98,false,0.153045,false,0.002879,0.0,1.0,0.6024008859357697,0.2213736309346503,0.21,0.45,0.53,0.73,1.0,false,,4eb482594460e5f418464bb38629004c7227758edaa7a4a4567c1c12c02cd294,
F110,Float64,238,0.026206,97,false,0.168476,false,0.016848,0.0,1.0,0.5939484396200814,0.24147212661924214,0.0,0.43,0.53,0.75,1.0,false,,56cfef31f2c7ca33dbca5c5675eecd84faead5c7e607ba2e168feb11acd1c9eb,
F111,Float64,291,0.032041,99,false,0.155955,false,0.004209,0.0,1.0,0.5967023091798431,0.22630536163290968,0.17,0.44,0.53,0.73,1.0,false,,c650fa28a0d6fef75f33b15a4f75e8660f863bb95238c0d6de197f712ac7e4e7,
F112,Float64,52,0.005726,100,false,0.192359,false,0.003322,0.0,1.0,0.688905869324474,0.24425174230706334,0.15,0.49,0.67,0.95,1.0,false,,989defa53b9d10a77e1bd9a960199c30e62caf270a92d2489d86f06ccfdee254,
F113,Float64,238,0.026206,101,false,0.197422,false,0.020014,0.0,1.0,0.6733808231569426,0.2694215274459988,0.0,0.48,0.67,0.96,1.0,false,,0b618ce0e1d2e145b9669da41cb13e99792a6b1a841d2333284ebb13fa617cb1,
F114,Float64,291,0.032041,100,false,0.189512,false,0.004664,0.0,1.0,0.6808451825730861,0.24799572421317115,0.1,0.48,0.66,0.95,1.0,false,,3358c3e07cf0137900d9aadb0aa8c5cd301c5f3a2d86819d67ddcdc62695aee0,
F115,Float64,358,0.039419,97,false,0.137781,false,0.00447,0.0,1.0,0.591723979825768,0.217493398041386,0.18,0.45,0.53,0.7,1.0,false,,65f6387e62abe5fca4e8e41e8d606b9f14fa9f0cacbde1c8dc4d2c1ed8fc781c,
F116,Float64,781,0.085994,97,false,0.129864,false,0.026623,0.0,1.0,0.5687820744488615,0.2354702397328903,0.0,0.43,0.51,0.69,1.0,false,,75ba3ff69142d7e5b82bbfe22538d2c2c1be8fbb44c559ba434f40acddccd154,
F117,Float64,635,0.069919,98,false,0.142062,false,0.004617,0.0,1.0,0.5885923996685214,0.22165236199687186,0.16,0.44,0.53,0.71,1.0,false,,e51e22b0347c77dcea955adf0a3e18798d4ac7191904fead30f5899253c951df,
F118,Float64,358,0.039419,101,false,0.166896,false,0.005158,0.0,1.0,0.6755421824850986,0.24260359308720528,0.11,0.48,0.65,0.93,1.0,false,,b48e21e5f06167e246a35eb891b16cfdb74f41417e6a36c31f59923636dc0e8e,
F119,Float64,781,0.085994,101,false,0.154319,false,0.029876,0.0,1.0,0.6436911215516202,0.27130006068787466,0.0,0.46,0.63,0.91,1.0,false,,0694b9483c88b959fc1fc31b155abaab52b294bbfd7983a783743088b7d0b047,
F120,Float64,635,0.069919,101,false,0.166213,false,0.004854,0.0,1.0,0.6690245057416834,0.24462232263249925,0.09,0.48,0.64,0.92,1.0,false,,d62f5071c38198d00e831cb3e740932d33488891599b398a41138769794c655f,
F121,Float64,358,0.039419,97,false,0.137781,false,0.00447,0.0,1.0,0.591723979825768,0.217493398041386,0.18,0.45,0.53,0.7,1.0,false,,65f6387e62abe5fca4e8e41e8d606b9f14fa9f0cacbde1c8dc4d2c1ed8fc781c,F115
F122,Float64,781,0.085994,97,false,0.129864,false,0.026623,0.0,1.0,0.5687820744488615,0.2354702397328903,0.0,0.43,0.51,0.69,1.0,false,,75ba3ff69142d7e5b82bbfe22538d2c2c1be8fbb44c559ba434f40acddccd154,F116
F123,Float64,635,0.069919,98,false,0.142062,false,0.004617,0.0,1.0,0.5885923996685214,0.22165236199687186,0.16,0.44,0.53,0.71,1.0,false,,e51e22b0347c77dcea955adf0a3e18798d4ac7191904fead30f5899253c951df,F117
F124,Float64,358,0.039419,101,false,0.166896,false,0.005158,0.0,1.0,0.6755421824850986,0.24260359308720528,0.11,0.48,0.65,0.93,1.0,false,,b48e21e5f06167e246a35eb891b16cfdb74f41417e6a36c31f59923636dc0e8e,F118
F125,Float64,781,0.085994,101,false,0.154319,false,0.029876,0.0,1.0,0.6436911215516202,0.27130006068787466,0.0,0.46,0.63,0.91,1.0,false,,0694b9483c88b959fc1fc31b155abaab52b294bbfd7983a783743088b7d0b047,F119
F126,Float64,635,0.069919,101,false,0.166213,false,0.004854,0.0,1.0,0.6690245057416834,0.24462232263249925,0.09,0.48,0.64,0.92,1.0,false,,d62f5071c38198d00e831cb3e740932d33488891599b398a41138769794c655f,F120
F127,Float64,7273,0.800815,68,false,0.3267,false,0.248756,0.0,1.0,0.5389165284687674,0.39449576411236337,0.0,0.1,0.5,1.0,1.0,false,,6f23d46d96b1dac9ffd2d72e3f8e955272f66623722f74111e4fe35666a57f7a,
F128,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,
F129,Float64,7273,0.800815,68,false,0.3267,false,0.248756,0.0,1.0,0.5389165284687674,0.39449576411236337,0.0,0.1,0.5,1.0,1.0,false,,6f23d46d96b1dac9ffd2d72e3f8e955272f66623722f74111e4fe35666a57f7a,F127
F130,Float64,7273,0.800815,101,false,0.3267,false,0.248756,0.0,1.0,0.5452791597567718,0.40590070323523236,0.0,0.02,0.55,1.0,1.0,false,,83dc391bc946fbb5a5cec6841b09f1d57024107332db0a545133ad595412aa6d,
F131,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F132,Float64,7273,0.800815,101,false,0.3267,false,0.248756,0.0,1.0,0.5452791597567718,0.40590070323523236,0.0,0.02,0.55,1.0,1.0,false,,83dc391bc946fbb5a5cec6841b09f1d57024107332db0a545133ad595412aa6d,F130
F133,Float64,6985,0.769104,42,false,0.465427,false,0.34907,0.0,1.0,0.5544778254649501,0.4525570086462186,0.0,0.0,0.64,1.0,1.0,false,,681286d09e50df69fbed8d213bb15b423f578212596df3c18aebb9cb28a79ff2,
F134,Float64,9059,0.997468,5,false,0.478261,true,0.347826,0.0,1.0,0.5756521739130435,0.4513826689180943,0.0,0.0,0.67,1.0,1.0,false,1.0:11; 0.0:8; 0.67:2; 0.5:1; 0.4:1,6130f78500d25392b98d8eab2a41ded9216eb64b56a858c080c07e7c0f69b2c0,
F135,Float64,6989,0.769544,42,false,0.465839,false,0.349259,0.0,1.0,0.5543860487338749,0.4526543978102529,0.0,0.0,0.64,1.0,1.0,false,,1779bfc48f462f5f029cae6527f10dad0bf3662be5258a9ead6a1fa4f56520db,
F136,Float64,6985,0.769104,94,false,0.469242,false,0.357177,0.0,1.0,0.5569766332856461,0.4642538441261412,0.0,0.0,0.76,1.0,1.0,false,,a779ad4a2a56c794555390efa5be145967da6ba92cc5acb3cf91f1d8bb16d333,
F137,Float64,9059,0.997468,6,false,0.478261,true,0.347826,0.0,1.0,0.5965217391304348,0.45724704288060997,0.0,0.0,0.87,1.0,1.0,false,1.0:11; 0.0:8; 0.87:1; 0.38:1; 0.66:1,9fdd26c254ea358085659e5809113353ca4b081b350aa5a19d8f91c0117ddc07,
F138,Float64,6989,0.769544,94,false,0.469661,false,0.356904,0.0,1.0,0.5570855231724797,0.464421829570727,0.0,0.0,0.76,1.0,1.0,false,,ef9577ef8cbca40fbdc39d57211db87cf2ef4312adeedb059e32e20b7e22fa33,
F139,Float64,7196,0.792336,69,false,0.463415,false,0.229056,0.0,1.0,0.6109862142099681,0.4123069397127541,0.0,0.23,0.67,1.0,1.0,false,,ff214a03d2e44b07dcb190aeb7a764f36cd7a695a7266bcb3dbc5a00b1ee27c6,
F140,Float64,9000,0.990971,18,false,0.426829,true,0.158537,0.0,1.0,0.625,0.3772145989467223,0.0,0.33,0.61,1.0,1.0,false,1.0:35; 0.0:13; 0.5:7; 0.33:6; 0.47:3,08c50392321e7461208a3c84f897e69100672f24ebdf17bbdf1495b87180c726,
F141,Float64,7264,0.799824,67,false,0.466447,false,0.233223,0.0,1.0,0.6106325632563255,0.4144245765838556,0.0,0.2,0.67,1.0,1.0,false,,01d08903cbbd7ae641d3d1967bbcc575d72d1be8574c5aede5ca01b1512e32a4,
F142,Float64,7196,0.792336,100,false,0.468717,false,0.233298,0.0,1.0,0.6174178154825026,0.4231588055812298,0.0,0.0825,0.835,1.0,1.0,false,,7d0870a860c13c8aec162c94a804f1c02594423dc20896ded3f9a9b725e0055d,
F143,Float64,9000,0.990971,25,false,0.426829,true,0.158537,0.0,1.0,0.631951219512195,0.39113792409998355,0.0,0.36,0.71,1.0,1.0,false,1.0:35; 0.0:13; 0.5:3; 0.47:3; 0.44:2,93548e04fc934fbfd8dfecbc1bb1bb215fc8901aa2bebb7e9485d969348feb6a,
F144,Float64,7264,0.799824,100,false,0.469747,false,0.237624,0.0,1.0,0.6154840484048404,0.42491442485213043,0.0,0.06,0.83,1.0,1.0,false,,4f49a61bae91944b81b795f59ecb4a6f6a16897e603d44bd84db8e33cde890dd,
F145,Float64,5686,0.626074,50,false,0.6596,false,0.6596,0.0,1.0,0.28628680800942286,0.4247150630260119,0.0,0.0,0.0,0.605,1.0,false,,4b171c5ac6e6684d610115d1a5798f9fcb93f0ce8626c7e8d4f587334611b2eb,
F146,Float64,8971,0.987778,13,false,0.441441,false,0.441441,0.0,1.0,0.4475675675675675,0.4495287146050224,0.0,0.0,0.33,1.0,1.0,false,0.0:49; 1.0:38; 0.5:7; 0.67:4; 0.33:3,8bc6d5acd09eb26c978ca5796913f4c3b7a89f3c9b6f50e971d0f6c115b5ad89,
F147,Float64,5732,0.631139,41,false,0.666866,false,0.666866,0.0,1.0,0.28323582089552235,0.4250668511782526,0.0,0.0,0.0,0.6,1.0,false,,0b5b2bba8864f2d292752405220f42405659cc01cd6ba19e52c64df13a9f292b,
F148,Float64,5686,0.626074,86,false,0.666667,false,0.666667,0.0,1.0,0.29769434628975266,0.4441293035368686,0.0,0.0,0.0,0.98,1.0,false,,ee477cdac2cc77e55ec1b99947b2c400538ef434cd0cf660da49912869ac7300,
F149,Float64,8971,0.987778,21,false,0.441441,false,0.441441,0.0,1.0,0.4376576576576577,0.45752360241378215,0.0,0.0,0.2,1.0,1.0,false,0.0:49; 1.0:38; 0.73:3; 0.53:2; 0.62:2,14c9ac21bac3a050a1862f8f7799c1cc5735be205f15f22cd29459516fbdac51,
F150,Float64,5732,0.631139,84,false,0.673433,false,0.673433,0.0,1.0,0.29463582089552237,0.44407095900014804,0.0,0.0,0.0,0.98,1.0,false,,2bfe9c2fea2090e662242733d23e16f0afca11dddb36aae972536722053aaf40,
F151,Float64,2066,0.227483,98,false,0.217075,false,0.056585,0.0,1.0,0.5922876282782211,0.28534626176941136,0.0,0.41,0.53,0.85,1.0,false,,5390ffb55fe893d651dc2ceb9fb02c328203b18c1357df6aed185830205d33bf,
F152,Float64,2676,0.294649,98,false,0.194349,false,0.079145,0.0,1.0,0.5657852013737121,0.29082676308251465,0.0,0.4,0.5,0.79,1.0,false,,f7d5099869176378002f995fb65340f245283a2376d998e79adaa5979a93c00a,
F153,Float64,5456,0.600749,97,false,0.296746,false,0.06481,0.0,1.0,0.6179067843353557,0.30968553899857637,0.0,0.41,0.56,1.0,1.0,false,,84cdb91eb2eddd33608b2e1eebc3e161df2818ef853f34aff1e84508cff9e1e8,
F154,Float64,2066,0.227483,101,false,0.237742,false,0.060433,0.0,1.0,0.6375612884834664,0.3095040478746463,0.0,0.43,0.63,0.99,1.0,false,,313623e5ade43fc0003d13d9198efd50ba9df08e7ee0165cdd8cd977c0d753ec,
F155,Float64,2676,0.294649,101,false,0.21433,false,0.083984,0.0,1.0,0.6110334061817048,0.322097248277546,0.0,0.4,0.61,0.96,1.0,false,,ffa83457f0662063d05511bf29843f75321607c058c3b977767a0b9eca1736ff,
F156,Float64,5456,0.600749,101,false,0.305571,false,0.065637,0.0,1.0,0.6392829564258136,0.3179791469843701,0.0,0.42,0.61,1.0,1.0,false,,d9cce8d0f8fe8d8461db66485fd007a984ddc5ab269eb22d6b5a91188e2fd701,
F157,Float64,2153,0.237062,101,false,0.102035,false,0.026555,0.0,1.0,0.5566286621446096,0.2228766797285448,0.0,0.43,0.51,0.65,1.0,false,,1becd696699eaa1ea7168a59ce3ede9d9a83accac30cb75a0072af89375b380d,
F158,Float64,2519,0.277362,100,false,0.133323,false,0.063843,0.0,1.0,0.5430565290263599,0.2678620856170722,0.0,0.4,0.5,0.69,1.0,false,,9c49f76c43cf3b0a60c5b14e38088ec09782b4ac2e02ae5f716621ac4ecdee31,
F159,Float64,3266,0.359612,100,false,0.077029,false,0.009457,0.0,1.0,0.553404401650619,0.19917729380760482,0.031499999999999986,0.43,0.52,0.64,1.0,false,,c6df26a85e2ae74372a5fb0d7f6889bd6e9c191097fe608cbe14e708580f3850,
F160,Float64,2153,0.237062,101,false,0.119786,false,0.028431,0.0,1.0,0.6295713667195844,0.2534125089474304,0.0,0.46,0.61,0.85,1.0,false,,15e617cb4a51d5c1bbda54f58145a61e664e71f5914f32455d56ef41176dfdfa,
F161,Float64,2519,0.277362,101,false,0.152065,false,0.072071,0.0,1.0,0.5798445832698461,0.31182476742882537,0.0,0.38,0.57,0.87,1.0,false,,eaae0efea2664475b6e31d25c0d42664ecedca413b338cf7302aaed134f92805,
F162,Float64,3266,0.359612,101,false,0.094395,false,0.012036,0.0,1.0,0.6397420907840441,0.23757993411100575,0.0,0.47,0.62,0.84,1.0,false,,18322b3a62f7e5f0c1e9763b46c5c1de45088310ee36f6a0395074847327fbf6,
F163,Float64,3381,0.372275,96,false,0.278197,false,0.108577,0.0,1.0,0.5834344851780389,0.32653575801046003,0.0,0.38,0.5,1.0,1.0,false,,fe6d331050de086722aad3269622d5e10e9634034618b073cf16d7cae49b1d8f,
F164,Float64,3793,0.417639,95,false,0.248251,false,0.122518,0.0,1.0,0.5607128001512572,0.32382060908430627,0.0,0.38,0.5,0.94,1.0,false,,5af81e79e84ed364fabe7e9a8226e2ea17fd693433873b7437c36202dce1420a,
F165,Float64,7517,0.827681,90,false,0.463259,false,0.175719,0.0,1.0,0.63629392971246,0.3951303459399701,0.0,0.33,0.75,1.0,1.0,false,,9a7ac474dd81c706ccba17d62c5a9cc6cd3412d9b141a0b675bc9d386dd5335f,
F166,Float64,3381,0.372275,101,false,0.294334,false,0.11384,0.0,1.0,0.6198017891597964,0.3541491544231422,0.0,0.37,0.64,1.0,1.0,false,,20b0aae2759f71b4ec60e52cf91fc0bed28f5227dfbb7202dc4778607d105402,
F167,Float64,3793,0.417639,101,false,0.263755,false,0.127623,0.0,1.0,0.5956532425789375,0.3563678262881312,0.0,0.34,0.6,1.0,1.0,false,,c463802909dc2ba9956c6b8e8935f061fdae7b3030d2f42748c6fafc2dd7b4e1,
F168,Float64,7517,0.827681,101,false,0.46901,false,0.18147,0.0,1.0,0.6558849840255592,0.4038475492080614,0.0,0.3,0.93,1.0,1.0,false,,724c24b8357ae577f0b19d924d6ece835292c9865bef3865d5d3a1a8dc2ccd66,
F169,Float64,7359,0.810284,95,false,0.299478,false,0.12072,0.0,1.0,0.5975972141613464,0.3407361635907496,0.0,0.36,0.57,1.0,1.0,false,,562b873601fed28300b34c6bffc9b1a45b15dbcdc35cfea2371e8df5577add07,
F170,Float64,8195,0.902334,75,false,0.32018,false,0.195039,0.0,1.0,0.5632468996617812,0.3762420976468269,0.0,0.25,0.55,1.0,1.0,false,,c858da903e4816dd1da344a50594fb6237ae52667a14b32fcfa530de5aec1fbd,
F171,Float64,7760,0.854437,92,false,0.301815,false,0.107413,0.0,1.0,0.6030635400907716,0.33658075649828295,0.0,0.36,0.59,1.0,1.0,false,,946c9441db4d924955415a43fe7c86deacba17eea0f1992570f9e37b62d67ffb,
F172,Float64,7359,0.810284,101,false,0.307603,false,0.1213,0.0,1.0,0.6224840394660477,0.3591173550550469,0.0,0.36,0.66,1.0,1.0,false,,b8e5b08b47291f676b85372edfa2aa254d7c86f501728be6afd8b5ba690a7452,
F173,Float64,8195,0.902334,100,false,0.32469,false,0.200676,0.0,1.0,0.5753438556933484,0.3938319108252043,0.0,0.185,0.62,1.0,1.0,false,,647d15b8d9fd250a7216d0291da919c16380829910b9c1d12ebabb6721ec0366,
F174,Float64,7760,0.854437,99,false,0.311649,false,0.108926,0.0,1.0,0.6296671709531014,0.3544331879018211,0.0,0.37,0.67,1.0,1.0,false,,7f4a93feb272cd93a80cf55c6860c8e230c916d1da9818c41e738af6907312e5,
F175,Float64,8602,0.947148,44,false,0.372917,false,0.275,0.0,1.0,0.5449583333333334,0.4151555912312341,0.0,0.0,0.5,1.0,1.0,false,,7768e95a6213cb1c820ef9a578c30b1fb1dfa2017fd73134a64efb347b882b13,
F176,Float64,9076,0.999339,2,false,0.833333,true,0.166667,0.0,1.0,0.8333333333333334,0.372677996249965,0.05,1.0,1.0,1.0,1.0,true,1.0:5; 0.0:1,562205fbb3926259267ca00559129074d694cba1aad65158c769b144747e9bcf,
F177,Float64,8602,0.947148,45,false,0.372917,false,0.275,0.0,1.0,0.5443749999999999,0.41531517274033386,0.0,0.0,0.5,1.0,1.0,false,,0c4d1eaea25c56094a285377123ef8dc8dd7cd5996925ec6003b42078edc4a0c,
F178,Float64,8602,0.947148,81,false,0.372917,false,0.275,0.0,1.0,0.5507708333333333,0.43047651598661246,0.0,0.0,0.61,1.0,1.0,false,,e4b899a6d37cabb09e694772d145f49f78d9ed5ec4bbd022cf77fe777ab38387,
F179,Float64,9076,0.999339,2,false,0.833333,true,0.166667,0.0,1.0,0.8333333333333334,0.372677996249965,0.05,1.0,1.0,1.0,1.0,true,1.0:5; 0.0:1,562205fbb3926259267ca00559129074d694cba1aad65158c769b144747e9bcf,F176
F180,Float64,8602,0.947148,81,false,0.372917,false,0.275,0.0,1.0,0.5505208333333333,0.43058818732748844,0.0,0.0,0.61,1.0,1.0,false,,1bbe9f58b705de118b68d0ea38fd69dcdc571ba7f815e06795e22aa4ca29e381,
F181,Float64,9081,0.99989,1,true,1.0,true,0.0,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,false,0.45:1,b1ce094c5417c6e41dea9055a3a0464e6c52939a94b089ff85c802ef7adab4ba,
F182,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F183,Float64,9081,0.99989,1,true,1.0,true,0.0,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,false,0.45:1,b1ce094c5417c6e41dea9055a3a0464e6c52939a94b089ff85c802ef7adab4ba,F181
F184,Float64,9081,0.99989,1,true,1.0,true,0.0,0.49,0.49,0.49,0.0,0.49,0.49,0.49,0.49,0.49,false,0.49:1,8f278596b71dddefdfb54b824045408fabb64ef1aa7a74df727db80129691b63,
F185,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F186,Float64,9081,0.99989,1,true,1.0,true,0.0,0.49,0.49,0.49,0.0,0.49,0.49,0.49,0.49,0.49,false,0.49:1,8f278596b71dddefdfb54b824045408fabb64ef1aa7a74df727db80129691b63,F184
F187,Float64,8771,0.965756,5,false,0.536977,false,0.536977,0.0,1.0,0.39707395498392284,0.45596312431648256,0.0,0.0,0.0,1.0,1.0,false,0.0:167; 1.0:104; 0.5:33; 0.33:5; 0.67:2,52dd9ef960747bcd2a1cec8e331561e41737f7c3bec23a74a5ed710eafd7ad61,
F188,Float64,8771,0.965756,5,false,0.536977,false,0.536977,0.0,1.0,0.39707395498392284,0.45596312431648256,0.0,0.0,0.0,1.0,1.0,false,0.0:167; 1.0:104; 0.5:33; 0.33:5; 0.67:2,52dd9ef960747bcd2a1cec8e331561e41737f7c3bec23a74a5ed710eafd7ad61,F187
F189,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F190,Float64,8771,0.965756,13,false,0.536977,false,0.536977,0.0,1.0,0.39881028938906754,0.4607782449503562,0.0,0.0,0.0,1.0,1.0,false,0.0:167; 1.0:106; 0.5:25; 0.67:3; 0.3:2,d18df70bb5580858b64c3300041454845eca46e0228372e6c3f8a900be8b37c2,
F191,Float64,8771,0.965756,13,false,0.536977,false,0.536977,0.0,1.0,0.39881028938906754,0.4607782449503562,0.0,0.0,0.0,1.0,1.0,false,0.0:167; 1.0:106; 0.5:25; 0.67:3; 0.3:2,d18df70bb5580858b64c3300041454845eca46e0228372e6c3f8a900be8b37c2,F190
F192,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F193,Float64,7083,0.779894,76,false,0.474737,false,0.263632,0.0,1.0,0.6076788394197099,0.4283851909711346,0.0,0.0,0.8,1.0,1.0,false,,6c2fcd5d3d86fbaff4ec6e08deadc212247eafbb44469437486abaf5c952fa2c,
F194,Float64,8632,0.950451,39,false,0.564444,false,0.204444,0.0,1.0,0.6854,0.4075590700199856,0.0,0.33,1.0,1.0,1.0,false,,2a09f1263ca14d860d55a04b949506bc0a63ebdae1c526eef1b8a51b8803f4ec,
F195,Float64,7369,0.811385,73,false,0.458844,false,0.287215,0.0,1.0,0.5852539404553415,0.43587711393975687,0.0,0.0,0.71,1.0,1.0,false,,e78297c966cadf191113f2401cb1d264357f6c515bed305b6f9999095ea5ad23,
F196,Float64,7083,0.779894,99,false,0.48074,false,0.267134,0.0,1.0,0.6148424212106053,0.4416641215669215,0.0,0.0,0.96,1.0,1.0,false,,0e4ed7dccdd0f51b23869672d1cc332135cdc7351ef0ebb161b2f3ee22fdf6c1,
F197,Float64,8632,0.950451,64,false,0.568889,false,0.208889,0.0,1.0,0.6987333333333332,0.41202421180206283,0.0,0.3525,1.0,1.0,1.0,false,,50cd3ea3c68e3c51f3eecb49f7aa2cc1f54a28574c652211ea8499989966bb46,
F198,Float64,7369,0.811385,99,false,0.464098,false,0.291886,0.0,1.0,0.5892761237594862,0.44959779807202066,0.0,0.0,0.91,1.0,1.0,false,,45ea2760b01ac6c9b2e757d7a03fdc3ca6b258ee9ac454c41f49f0581c651c88,
F199,Float64,6683,0.735851,66,false,0.331388,false,0.331388,0.0,1.0,0.4805919132972072,0.41248975102308955,0.0,0.0,0.5,1.0,1.0,false,,7a552089c02dba4eaba95acecbb93d4d8cf245b5929fbdd28e8e6b7a18f350cf,
F200,Float64,8346,0.918961,49,false,0.366848,false,0.366848,0.0,1.0,0.42563858695652174,0.4000908522233243,0.0,0.0,0.4,1.0,1.0,false,,8fdf1f83c4d074bea955684231bdae33478798b0d0337e152b0640cac79e9e95,
F201,Float64,7163,0.788703,59,false,0.349661,false,0.349661,0.0,1.0,0.49591974986972387,0.42774464072180024,0.0,0.0,0.5,1.0,1.0,false,,98e25c049102eaa3d9b7b07b776ff64d7c323705564302e2fe2a94e4612db06f,
F202,Float64,6683,0.735851,101,false,0.341809,false,0.341809,0.0,1.0,0.4873905794080867,0.4426667382976958,0.0,0.0,0.49,1.0,1.0,false,,0979826029be6d04e8b328f1cb5094bec9cfab8440d6e9a6317053f59439bb56,
F203,Float64,8346,0.918961,95,false,0.370924,false,0.370924,0.0,1.0,0.42436141304347824,0.4303273840044231,0.0,0.0,0.24,1.0,1.0,false,,7a38941b908745357ffe1ac6e0886a498bfb773e2ef4c21de5769c1099a7d745,
F204,Float64,7163,0.788703,100,false,0.354351,false,0.354351,0.0,1.0,0.5030640958832725,0.44905678644803043,0.0,0.0,0.5,1.0,1.0,false,,837e7a155e7cb136d5852154ec1659242d2164c3b68ef8ae70565edc10f9bbf9,
F205,Float64,5842,0.64325,50,false,0.347222,false,0.347222,0.0,1.0,0.4426728395061728,0.4241430187724639,0.0,0.0,0.33,1.0,1.0,false,,6772d79acd8255ed7986e85b83a03600b0c6073ab12b86b3a5090604c2ab83d0,
F206,Float64,7120,0.783968,50,false,0.373598,false,0.373598,0.0,1.0,0.4137054026503568,0.42616259508897825,0.0,0.0,0.25,1.0,1.0,false,,886c525ffedbe0fbfdd25c1aa665d309ab6f8d1333e5b4af8fcf829c60d65e6c,
F207,Float64,7231,0.79619,37,false,0.426256,false,0.379795,0.0,1.0,0.5025931928687196,0.45626212093561364,0.0,0.0,0.5,1.0,1.0,false,,f7b1d009206e8786c752ce597b4ac72a86a31aea265ec8b93d9b7ed61929df3e,
F208,Float64,5842,0.64325,101,false,0.34784,false,0.34784,0.0,1.0,0.46342592592592585,0.44078380391863553,0.0,0.0,0.32,1.0,1.0,false,,16fb7d2e4fe36c55ff51c2bb52ecbbf7261b2f172e90a0d348ce37df959d5d75,
F209,Float64,7120,0.783968,100,false,0.373598,false,0.373598,0.0,1.0,0.4259683995922528,0.4358683846605214,0.0,0.0,0.25,1.0,1.0,false,,54b91758cf39b35b7f4a20a7e4686d52912e0fb89de76fd4b791c2fd8652d506,
F210,Float64,7231,0.79619,89,false,0.426256,false,0.380875,0.0,1.0,0.5083522420313344,0.4624632064960546,0.0,0.0,0.5,1.0,1.0,false,,189d773445bce99ea2df4d7dcafa90f23e099aba9b345c7f9fc3065efbc85825,
F211,Float64,7851,0.864457,61,false,0.50853,false,0.50853,0.0,1.0,0.21709179528838343,0.3234644266034991,0.0,0.0,0.0,0.3,1.0,false,,0888cfff520ad289b39ab6ddc1b57f8221c2816b034842ac9fbef80eb98f30e7,
F212,Float64,8208,0.903766,45,false,0.672769,false,0.672769,0.0,1.0,0.18900457665903894,0.3396128398425466,0.0,0.0,0.0,0.25,1.0,false,,9b07cfcaf1870e56a628ea3b1cb5e8dc5ef6799e3a1aeb7f997bf4d07ec00c41,
F213,Float64,8118,0.893856,58,false,0.452282,false,0.452282,0.0,1.0,0.25645228215767635,0.3447854989034891,0.0,0.0,0.11,0.33,1.0,false,,5e5cf5e6af145fc067d9e41982e7bcdec248283e0c6d60eb9a91093e6a5a2ff4,
F214,Float64,7851,0.864457,92,false,0.521527,false,0.521527,0.0,1.0,0.22186027619821286,0.3445903629694634,0.0,0.0,0.0,0.32,1.0,false,,0b2a129cb789c02ad51aa6b8bda5ab69b54d4fffb1f910923647b2b0e58b5d16,
F215,Float64,8208,0.903766,78,false,0.675057,false,0.675057,0.0,1.0,0.1933066361556064,0.3514154832972524,0.0,0.0,0.0,0.1875,1.0,false,,ecbf16a1f3e5e1934644f0059cb11472e72dffdd9250acca5f0ce5189df20aa0,
F216,Float64,8118,0.893856,89,false,0.463693,false,0.463693,0.0,1.0,0.2662966804979254,0.36558269175632824,0.0,0.0,0.04,0.44,1.0,false,,ee0470a7643e5169a34b0c65ad609d82da135508ec7b165f038e86c22634a388,
F217,Float64,59,0.006496,101,false,0.116037,false,0.005874,0.0,1.0,0.4143821345450516,0.2680219120927669,0.07,0.24,0.31,0.5,1.0,false,,0dd29a68f208b46821295ee634050ef3e9e168f2dc8600c864cf4875ce42c324,
F218,Float64,245,0.026976,100,false,0.122213,false,0.042775,0.0,1.0,0.396399230508091,0.2811170155877361,0.0,0.21,0.3,0.5,1.0,false,,f4ef3a1f4a0aa2f11e2f0c3ae68ab4edb876ff976b28ce4e56ac803eb543c856,
